Month,EmployeeKey,ActualSales,EmployeeID,Salesperson,Target,Achievement_%,Variance
2019-09-01,282,343136.42,191644724,Linda Mitchell,900000.0,38.12626888888889,-556863.5800000001
2019-09-01,283,422251.21,615389812,Jillian Carson,300000.0,140.75040333333334,122251.21000000002
2019-09-01,284,182189.21,234474252,Garrett Vargas,750000.0,24.291894666666668,-567810.79
2019-09-01,285,218382.19999999998,716374314,Tsvi Reiter,300000.0,72.79406666666665,-81617.80000000002
2019-09-01,286,187613.09,61161660,Pamela Ansman-Wolfe,1500000.0,12.507539333333334,-1312386.91
2019-09-01,287,269700.34,139397894,Shu Ito,800000.0,33.712542500000005,-530299.6599999999
2019-09-01,288,473834.82,399771412,José Saraiva,600000.0,78.97247,-126165.18
2019-09-01,289,182682.48,987554265,David Campbell,1000000.0,18.268248,-817317.52
2019-09-01,290,35464.35,982310417,Amy Alberts,1000000.0,3.546435,-964535.65
2019-09-01,291,431559.69,668991357,Jae Pak,700000.0,61.651384285714286,-268440.31
2019-09-01,292,199504.56,134219713,Ranjit Varkey Chudukatil,50000.0,399.00912,149504.56
2019-09-01,293,173670.43,90836195,Tete Mensa-Annan,500000.0,34.734086,-326329.57
2019-09-01,294,117706.36,481044938,Syed Abbas,75000.0,156.94181333333333,42706.36
2019-09-01,295,131853.24,954276278,Rachel Valdez,100000.0,131.85323999999997,31853.23999999999
2019-09-01,296,160976.15,758596752,Lynn Tsoflias,50000.0,321.9523,110976.15
2019-10-01,272,1946.01,502097814,Stephen Jiang,2000000.0,0.0973005,-1998053.99
2019-10-01,281,222459.18,841560125,Michael Blythe,500000.0,44.491836,-277540.82
2019-10-01,282,209396.53,191644724,Linda Mitchell,800000.0,26.174566249999998,-590603.47
2019-10-01,283,243341.88,615389812,Jillian Carson,100000.0,243.34188,143341.88
2019-10-01,284,13416.75,234474252,Garrett Vargas,500000.0,2.68335,-486583.25
2019-10-01,285,153459.86000000002,716374314,Tsvi Reiter,100000.0,153.45986000000002,53459.860000000015
2019-10-01,286,112059.06,61161660,Pamela Ansman-Wolfe,1000000.0,11.205906,-887940.94
2019-10-01,287,312258.14,139397894,Shu Ito,700000.0,44.60830571428572,-387741.86
2019-10-01,288,116260.85,399771412,José Saraiva,500000.0,23.25217,-383739.15
2019-10-01,289,118132.8,987554265,David Campbell,500000.0,23.626559999999998,-381867.2
2019-10-01,290,323.99,982310417,Amy Alberts,500000.0,0.06479800000000001,-499676.01
2019-10-01,291,389588.99,668991357,Jae Pak,700000.0,55.65557,-310411.01
2019-10-01,292,53905.17,134219713,Ranjit Varkey Chudukatil,50000.0,107.81034000000001,3905.1699999999983
2019-10-01,293,98281.24,90836195,Tete Mensa-Annan,300000.0,32.76041333333333,-201718.76
2019-10-01,295,193028.68,954276278,Rachel Valdez,150000.0,128.68578666666664,43028.67999999999
2019-10-01,296,55341.3,758596752,Lynn Tsoflias,50000.0,110.68260000000001,5341.300000000003
2019-11-01,272,90810.09999999999,502097814,Stephen Jiang,2500000.0,3.6324039999999993,-2409189.9
2019-11-01,281,407009.31,841560125,Michael Blythe,500000.0,81.40186200000001,-92990.69
2019-11-01,282,568603.17,191644724,Linda Mitchell,700000.0,81.22902428571429,-131396.82999999996
2019-11-01,283,225681.27,615389812,Jillian Carson,300000.0,75.22708999999999,-74318.73000000001
2019-11-01,284,204343.43,234474252,Garrett Vargas,400000.0,51.085857499999996,-195656.57
2019-11-01,285,231810.12,716374314,Tsvi Reiter,200000.0,115.90506,31810.119999999995
2019-11-01,286,53947.91,61161660,Pamela Ansman-Wolfe,1000000.0,5.394791000000001,-946052.09
2019-11-01,287,99986.78,139397894,Shu Ito,600000.0,16.66446333333333,-500013.22
2019-11-01,288,170325.17,399771412,José Saraiva,400000.0,42.5812925,-229674.83
2019-11-01,289,106379.79000000001,987554265,David Campbell,400000.0,26.594947500000004,-293620.20999999996
2019-11-01,290,54515.71,982310417,Amy Alberts,800000.0,6.81446375,-745484.29
2019-11-01,291,230123.87,668991357,Jae Pak,200000.0,115.06193499999999,30123.869999999995
2019-11-01,292,617173.06,134219713,Ranjit Varkey Chudukatil,500000.0,123.43461200000002,117173.06000000006
2019-11-01,293,121366.3,90836195,Tete Mensa-Annan,400000.0,30.341575,-278633.7
2019-11-01,294,2860.88,481044938,Syed Abbas,100000.0,2.86088,-97139.12
2019-11-01,295,184137.18,954276278,Rachel Valdez,150000.0,122.75811999999999,34137.17999999999
2019-11-01,296,121363.98,758596752,Lynn Tsoflias,75000.0,161.81864,46363.979999999996
2019-12-01,281,368720.71,841560125,Michael Blythe,500000.0,73.744142,-131279.28999999998
2019-12-01,282,290252.53,191644724,Linda Mitchell,600000.0,48.375421666666675,-309747.47
2019-12-01,283,326183.32,615389812,Jillian Carson,325000.0,100.36409846153846,1183.320000000007
2019-12-01,284,202973.27,234474252,Garrett Vargas,650000.0,31.226656923076924,-447026.73
2019-12-01,285,185055.12,716374314,Tsvi Reiter,350000.0,52.87289142857142,-164944.88
2019-12-01,286,179036.11000000002,61161660,Pamela Ansman-Wolfe,1000000.0,17.903611,-820963.89
2019-12-01,287,230458.24,139397894,Shu Ito,500000.0,46.091648,-269541.76
2019-12-01,288,275986.85,399771412,José Saraiva,250000.0,110.39473999999998,25986.849999999977
2019-12-01,289,144602.6,987554265,David Campbell,600000.0,24.100433333333335,-455397.4
2019-12-01,290,220927.6,982310417,Amy Alberts,500000.0,44.18552,-279072.4
2019-12-01,291,510043.0,668991357,Jae Pak,500000.0,102.0086,10043.0
2019-12-01,292,140311.17,134219713,Ranjit Varkey Chudukatil,100000.0,140.31117,40311.17000000001
2019-12-01,293,127382.26,90836195,Tete Mensa-Annan,500000.0,25.476452,-372617.74
2019-12-01,294,31157.99,481044938,Syed Abbas,200000.0,15.578995,-168842.01
2019-12-01,295,97990.79,954276278,Rachel Valdez,200000.0,48.995394999999995,-102009.21
2019-12-01,296,185889.74,758596752,Lynn Tsoflias,100000.0,185.88974,85889.73999999999
2020-01-01,272,71119.51,502097814,Stephen Jiang,1250000.0,5.6895608,-1178880.49
2020-01-01,281,161919.6,841560125,Michael Blythe,300000.0,53.9732,-138080.4
2020-01-01,282,117710.71,191644724,Linda Mitchell,500000.0,23.542142000000002,-382289.29
2020-01-01,283,165474.58,615389812,Jillian Carson,100000.0,165.47458,65474.57999999999
2020-01-01,284,17271.600000000002,234474252,Garrett Vargas,200000.0,8.6358,-182728.4
2020-01-01,285,113561.29000000001,716374314,Tsvi Reiter,200000.0,56.78064500000001,-86438.70999999999
2020-01-01,286,112971.03,61161660,Pamela Ansman-Wolfe,850000.0,13.290709411764706,-737028.97
2020-01-01,287,212602.72,139397894,Shu Ito,400000.0,53.15068000000001,-187397.28
2020-01-01,288,80604.59,399771412,José Saraiva,250000.0,32.241836,-169395.41
2020-01-01,289,100843.15000000001,987554265,David Campbell,250000.0,40.33726,-149156.84999999998
2020-01-01,290,323.99,982310417,Amy Alberts,500000.0,0.06479800000000001,-499676.01
2020-01-01,291,219460.4,668991357,Jae Pak,50000.0,438.9208,169460.4
2020-01-01,292,40856.2,134219713,Ranjit Varkey Chudukatil,200000.0,20.4281,-159143.8
2020-01-01,293,73740.64,90836195,Tete Mensa-Annan,300000.0,24.580213333333333,-226259.36
2020-01-01,294,3936.02,481044938,Syed Abbas,25000.0,15.744079999999999,-21063.98
2020-01-01,295,112348.03,954276278,Rachel Valdez,100000.0,112.34803,12348.029999999999
2020-01-01,296,59443.44,758596752,Lynn Tsoflias,100000.0,59.44344,-40556.56
2020-02-01,281,318543.71,841560125,Michael Blythe,400000.0,79.63592750000001,-81456.28999999998
2020-02-01,282,499364.86,191644724,Linda Mitchell,600000.0,83.22747666666666,-100635.14000000001
2020-02-01,283,167579.07,615389812,Jillian Carson,200000.0,83.789535,-32420.929999999993
2020-02-01,284,117195.18000000001,234474252,Garrett Vargas,300000.0,39.06506,-182804.82
2020-02-01,285,188539.7,716374314,Tsvi Reiter,200000.0,94.26985,-11460.299999999988
2020-02-01,286,32837.33,61161660,Pamela Ansman-Wolfe,950000.0,3.4565610526315793,-917162.67
2020-02-01,287,85873.5,139397894,Shu Ito,500000.0,17.1747,-414126.5
2020-02-01,288,110760.36,399771412,José Saraiva,300000.0,36.92012,-189239.64
2020-02-01,289,83625.97,987554265,David Campbell,350000.0,23.893134285714286,-266374.03
2020-02-01,290,42041.65,982310417,Amy Alberts,500000.0,8.40833,-457958.35
2020-02-01,291,205601.34,668991357,Jae Pak,500000.0,41.120267999999996,-294398.66000000003
2020-02-01,292,466570.6,134219713,Ranjit Varkey Chudukatil,300000.0,155.52353333333332,166570.59999999998
2020-02-01,293,162756.22,90836195,Tete Mensa-Annan,400000.0,40.689055,-237243.78
2020-02-01,294,1376.99,481044938,Syed Abbas,50000.0,2.75398,-48623.01
2020-02-01,295,144162.97,954276278,Rachel Valdez,150000.0,96.10864666666666,-5837.029999999999
2020-02-01,296,75124.6,758596752,Lynn Tsoflias,10000.0,751.2460000000001,65124.600000000006
2020-03-01,272,1414.24,502097814,Stephen Jiang,2000000.0,0.070712,-1998585.76
2020-03-01,281,248157.97,841560125,Michael Blythe,500000.0,49.631594,-251842.03
2020-03-01,282,237673.21,191644724,Linda Mitchell,800000.0,29.709151249999998,-562326.79
2020-03-01,283,278365.71,615389812,Jillian Carson,250000.0,111.34628400000001,28365.71000000002
2020-03-01,284,111109.40000000001,234474252,Garrett Vargas,400000.0,27.777350000000002,-288890.6
2020-03-01,285,181959.25,716374314,Tsvi Reiter,200000.0,90.979625,-18040.75
2020-03-01,286,142219.81,61161660,Pamela Ansman-Wolfe,1050000.0,13.54474380952381,-907780.19
2020-03-01,287,189817.96,139397894,Shu Ito,600000.0,31.636326666666665,-410182.04000000004
2020-03-01,288,310931.14,399771412,José Saraiva,350000.0,88.83746857142857,-39068.859999999986
2020-03-01,289,109955.57,987554265,David Campbell,450000.0,24.43457111111111,-340044.43
2020-03-01,290,53500.15,982310417,Amy Alberts,500000.0,10.70003,-446499.85
2020-03-01,291,353918.0,668991357,Jae Pak,500000.0,70.7836,-146082.0
2020-03-01,292,88587.36,134219713,Ranjit Varkey Chudukatil,200000.0,44.29368,-111412.64
2020-03-01,293,151149.05,90836195,Tete Mensa-Annan,400000.0,37.7872625,-248850.95
2020-03-01,295,81784.56,954276278,Rachel Valdez,150000.0,54.52304,-68215.44
2020-03-01,296,200639.57,758596752,Lynn Tsoflias,100000.0,200.63957000000002,100639.57
2020-04-01,272,41336.65,502097814,Stephen Jiang,2000000.0,2.0668325000000003,-1958663.35
2020-04-01,281,196655.96,841560125,Michael Blythe,600000.0,32.77599333333333,-403344.04000000004
2020-04-01,282,232334.96,191644724,Linda Mitchell,900000.0,25.814995555555555,-667665.04
2020-04-01,283,214341.34,615389812,Jillian Carson,250000.0,85.736536,-35658.66
2020-04-01,284,4822.61,234474252,Garrett Vargas,500000.0,0.964522,-495177.39
2020-04-01,285,110957.71,716374314,Tsvi Reiter,200000.0,55.478855,-89042.29
2020-04-01,286,156339.38,61161660,Pamela Ansman-Wolfe,950000.0,16.456776842105263,-793660.62
2020-04-01,287,267169.33,139397894,Shu Ito,700000.0,38.16704714285714,-432830.67
2020-04-01,288,110090.42,399771412,José Saraiva,400000.0,27.522605,-289909.58
2020-04-01,289,128997.76,987554265,David Campbell,400000.0,32.24944,-271002.24
2020-04-01,290,1784.5,982310417,Amy Alberts,750000.0,0.2379333333333333,-748215.5
2020-04-01,291,370602.3,668991357,Jae Pak,100000.0,370.6023,270602.3
2020-04-01,292,54695.32,134219713,Ranjit Varkey Chudukatil,300000.0,18.231773333333333,-245304.68
2020-04-01,293,102930.67,90836195,Tete Mensa-Annan,500000.0,20.586134,-397069.33
2020-04-01,295,162217.63,954276278,Rachel Valdez,150000.0,108.14508666666667,12217.630000000005
2020-04-01,296,58814.29,758596752,Lynn Tsoflias,100000.0,58.81429,-41185.71
2020-05-01,272,98478.6,502097814,Stephen Jiang,2500000.0,3.9391439999999998,-2401521.4
2020-05-01,281,244075.18,841560125,Michael Blythe,700000.0,34.86788285714286,-455924.82
2020-05-01,282,525376.1,191644724,Linda Mitchell,1000000.0,52.53761,-474623.9
2020-05-01,283,210719.09,615389812,Jillian Carson,300000.0,70.23969666666666,-89280.91
2020-05-01,284,175108.92,234474252,Garrett Vargas,400000.0,43.77723,-224891.08
2020-05-01,285,262262.46,716374314,Tsvi Reiter,200000.0,131.13123000000002,62262.46000000002
2020-05-01,286,57072.7,61161660,Pamela Ansman-Wolfe,850000.0,6.714435294117646,-792927.3
2020-05-01,287,101628.18000000001,139397894,Shu Ito,800000.0,12.7035225,-698371.82
2020-05-01,288,198679.47,399771412,José Saraiva,450000.0,44.15099333333333,-251320.53
2020-05-01,289,110995.96,987554265,David Campbell,500000.0,22.199192,-389004.04
2020-05-01,290,672.29,982310417,Amy Alberts,1000000.0,0.067229,-999327.71
2020-05-01,291,221286.09,668991357,Jae Pak,750000.0,29.504811999999998,-528713.91
2020-05-01,292,608336.73,134219713,Ranjit Varkey Chudukatil,200000.0,304.168365,408336.73
2020-05-01,293,203820.54,90836195,Tete Mensa-Annan,500000.0,40.764108,-296179.45999999996
2020-05-01,294,17070.09,481044938,Syed Abbas,100000.0,17.07009,-82929.91
2020-05-01,295,194027.03,954276278,Rachel Valdez,150000.0,129.35135333333335,44027.03
2020-05-01,296,98998.03,758596752,Lynn Tsoflias,100000.0,98.99803,-1001.9700000000012
